City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,yuci,37.6803,112.7319,28.86,37,0,1.0,CN,1693645799
276,abepura,-2.6333,140.5833,29.45,66,20,1.54,ID,1693645959
277,tsiombe,-25.3,45.4833,30.68,29,0,2.43,MG,1693645960
278,tvoroyri,61.5556,-6.8111,12.45,86,100,10.02,FO,1693645960
279,kayangel,8.0823,134.7173,28.35,84,100,6.32,PW,1693645960
280,yermakovskoye,53.2831,92.4003,23.7,36,9,1.33,RU,1693645960
281,lazaro cardenas,17.9583,-102.2,26.63,87,100,1.94,MX,1693645961
282,gunjur,13.2019,-16.7339,26.04,89,40,2.06,GM,1693645961
283,prata,-19.3072,-48.9242,23.1,65,15,4.63,BR,1693645961
284,caleta de carquin,-11.0925,-77.6267,18.24,87,100,3.88,PE,1693645961
285,nagqu,31.5,92.0,15.18,23,4,1.47,CN,1693645962
286,masterton,-40.9597,175.6575,4.86,91,30,0.64,NZ,1693645962
287,maumere,-8.6199,122.2111,26.56,55,87,0.46,ID,1693645962
288,balaklava,44.5,33.6,30.21,41,45,2.56,UA,1693645962
289,cole harbour,44.6724,-63.4751,12.77,91,0,1.54,CA,1693645963
290,gutao,37.2025,112.1781,29.22,38,13,3.84,CN,1693645963
291,birpara,26.7042,89.1455,33.51,63,33,1.76,IN,1693645963
292,freetown,8.484,-13.2299,26.22,82,99,2.65,SL,1693645964
293,dabakala,8.3667,-4.4333,23.56,94,99,2.72,CI,1693645964
294,kish,26.5578,54.0194,36.15,56,20,5.14,IR,1693645964
295,brookings,44.3114,-96.7984,21.32,78,0,3.09,US,1693645965
296,tandalti,13.0167,31.8667,33.8,38,91,5.38,SD,1693645965
297,alibag,18.6411,72.8792,29.04,75,57,4.0,IN,1693645965
298,wakkanai,45.4094,141.6739,22.27,76,0,3.13,JP,1693645965
299,port augusta,-32.5,137.7667,17.08,42,4,3.57,AU,1693645966
300,masjed soleyman,31.9364,49.3039,42.24,11,0,3.43,IR,1693645966
301,babaita,44.1667,25.3833,28.55,33,5,3.36,RO,1693645966
302,lima,-12.0432,-77.0282,18.83,84,100,3.6,PE,1693645800
303,kanniyakumari,8.0833,77.5667,28.32,76,63,9.23,IN,1693645967
304,santiago de cao,-7.9589,-79.2392,20.07,88,75,3.09,PE,1693645967
305,benghazi,32.1167,20.0667,28.36,55,0,3.97,LY,1693645967
306,jiuquan,39.7432,98.5174,32.93,8,0,5.94,CN,1693645968
307,dampit,-8.2116,112.7493,23.01,74,59,3.27,ID,1693645968
308,ulety,51.3572,112.4849,17.69,85,100,3.53,RU,1693645968
309,lockwood,45.8191,-108.4149,22.58,52,0,5.14,US,1693645969
310,sudak,44.85,34.9667,28.01,48,16,4.51,UA,1693645969
311,bowling green,36.9903,-86.4436,23.96,88,100,1.54,US,1693645795
312,fort-shevchenko,44.5086,50.263,24.82,40,16,4.18,KZ,1693645969
313,shar,49.5886,81.0453,26.17,21,92,6.75,KZ,1693645970
314,misantla,19.9333,-96.8333,21.88,83,92,1.96,MX,1693645970
315,saint-felix-de-valois,46.1668,-73.4324,15.18,97,96,2.25,CA,1693645970
316,lihue,21.9789,-159.3672,26.77,73,100,9.77,US,1693645970
317,guerrero negro,27.9769,-114.0611,23.15,85,0,1.9,MX,1693645971
318,ikaalinen,61.7695,23.0658,18.19,63,36,3.21,FI,1693645971
319,volovets,48.7109,23.1851,21.35,51,33,3.76,UA,1693645972
320,novodvinsk,64.4165,40.8122,24.76,52,27,3.55,RU,1693645972
321,rabaul,-4.1967,152.1721,26.39,73,85,8.12,PG,1693645972
322,el triunfo,-1.9333,-79.9667,24.02,78,87,2.07,EC,1693645973
323,ouarzazat,30.9189,-6.8934,29.16,8,0,3.09,MA,1693645973
324,kaoma,-14.7833,24.8,30.21,11,0,3.22,ZM,1693645973
325,suzhou,31.3114,120.6181,27.05,65,29,4.73,CN,1693645781
326,asaita,11.5636,41.4394,36.38,30,70,2.82,ET,1693645974
327,miranda,3.2499,-76.2281,18.07,77,68,1.54,CO,1693645974
328,lycksele,64.5954,18.6735,13.57,94,75,3.09,SE,1693645974
329,touros,-5.1989,-35.4608,23.2,90,31,4.75,BR,1693645974
330,fulton,33.7668,-84.4499,22.19,70,40,3.09,US,1693645975
331,princeville,45.7668,-61.2985,12.95,89,0,2.06,CA,1693645975
332,walvis bay,-22.9575,14.5053,15.05,58,0,3.66,NA,1693645975
333,mossel bay,-34.1831,22.146,15.96,47,0,0.96,ZA,1693645976
334,al muwayh,22.4333,41.7583,39.03,13,14,5.37,SA,1693645976
335,callao,-12.0667,-77.15,19.84,82,100,3.6,PE,1693645977
336,menongue,-14.6585,17.691,30.55,9,1,3.58,AO,1693645977
337,greenville,35.6127,-77.3663,15.63,95,0,0.0,US,1693645874
338,havre,49.5833,0.3333,18.52,94,75,3.6,FR,1693645977
339,caluula,11.9661,50.7569,29.62,72,1,5.01,SO,1693645977
340,port moresby,-9.4431,147.1797,24.68,73,75,5.14,PG,1693645978
341,lata,40.1629,-8.3327,19.49,91,100,1.5,PT,1693645978
342,kupang,-10.1667,123.5833,29.32,45,20,3.6,ID,1693645978
343,weyburn,49.6668,-103.8511,14.12,62,100,3.6,CA,1693645978
344,lashio,22.9333,97.75,21.67,98,79,1.76,MM,1693645697
345,kourou,5.1552,-52.6478,22.03,86,13,3.02,GF,1693645979
346,sitia,35.2,26.0986,28.88,61,0,10.2,GR,1693645979
347,cockburn town,21.4612,-71.1419,28.49,74,100,2.87,TC,1693645979
348,greenland,43.0362,-70.8328,14.5,91,20,2.57,US,1693645979
349,maile,-38.9466,-72.3727,-1.66,97,53,1.45,CL,1693645980
350,karratha,-20.7377,116.8463,27.56,36,22,8.05,AU,1693645980
351,tralee,52.2704,-9.7026,15.14,100,100,1.03,IE,1693645981
352,esmeraldas,-19.7625,-44.3139,19.85,93,17,2.3,BR,1693645981
353,puerto francisco de orellana,-0.4667,-76.9667,20.91,98,25,0.66,EC,1693645981
354,saint-francois,46.4154,3.9054,24.26,60,0,2.57,FR,1693645982
355,saudarkrokur,65.7461,-19.6394,12.85,72,100,12.2,IS,1693645982
356,yanqul,23.5905,56.5501,38.62,26,0,0.55,OM,1693645983
357,sarkand,45.41,79.9186,26.54,23,11,3.48,KZ,1693645983
358,meadow lake,34.8014,-106.5436,23.12,31,67,0.5,US,1693645983
359,portland,45.5234,-122.6762,20.05,82,20,1.79,US,1693645826
360,totness,5.8833,-56.3167,25.31,92,12,3.93,SR,1693645984
361,le vauclin,14.5452,-60.8388,24.03,94,0,1.03,MQ,1693645984
362,brezina,33.0989,1.2608,28.21,35,100,7.0,DZ,1693645984
363,nuuk,64.1835,-51.7216,2.34,87,75,8.49,GL,1693645985
364,bikenibeu village,1.3673,173.1241,27.98,83,75,1.03,KI,1693645985
365,eyl,7.9803,49.8164,34.48,38,26,11.78,SO,1693645985
366,vicuna mackenna,-33.9197,-64.3922,13.34,77,100,5.69,AR,1693645985
367,podilsk,47.7578,29.5298,25.23,31,72,1.96,UA,1693645986
368,yemva,62.59,50.8594,22.18,36,31,1.46,RU,1693645986
369,la passe,45.5549,-0.8967,21.13,78,100,1.97,FR,1693645986
370,aldan,58.6031,125.3894,2.88,86,100,4.51,RU,1693645986
371,kruisfontein,-34.0033,24.7314,16.6,50,96,3.41,ZA,1693645987
372,scarborough,54.2797,-0.4044,18.21,88,28,0.89,GB,1693645987
373,ndele,8.4109,20.6473,29.04,65,6,1.58,CF,1693645987
374,tobelo,1.7284,128.0095,27.93,73,92,1.08,ID,1693645988
375,new baltimore,42.6811,-82.7369,16.66,90,0,0.0,US,1693645988
376,mulchen,-37.7167,-72.2333,5.53,98,100,1.21,CL,1693645988
377,yaren,-0.5472,166.916,28.69,77,86,5.49,NR,1693645989
378,inongo,-1.95,18.2667,24.41,71,67,1.17,CD,1693645989
379,renqiu,38.6989,116.0936,28.8,62,20,3.17,CN,1693645989
380,port macquarie,-31.4333,152.9167,13.27,75,0,5.05,AU,1693645989
381,mata-utu,-13.2816,-176.1745,27.36,74,60,8.6,WF,1693645990
382,punta del este,-34.9667,-54.95,16.06,95,100,0.51,UY,1693645990
383,namtsy,62.7161,129.6658,10.92,34,12,4.02,RU,1693645990
384,eastlake,41.6539,-81.4504,17.93,85,0,2.57,US,1693645991
385,shimoda,34.6667,138.95,26.72,82,77,1.63,JP,1693645991
386,chonchi,-42.6128,-73.8092,3.4,95,38,1.19,CL,1693645991
387,comodoro rivadavia,-45.8667,-67.5,2.92,65,0,6.69,AR,1693645991
388,ironwood,46.4547,-90.171,21.45,68,0,5.14,US,1693645992
389,buala,-8.145,159.5921,26.91,84,87,2.27,SB,1693645992
390,kone,-21.0595,164.8658,20.43,81,100,1.72,NC,1693645992
391,luga,58.7372,29.8453,17.54,59,72,4.19,RU,1693645992
392,broome,42.2506,-75.833,13.63,87,8,0.45,US,1693645992
393,tofol,5.3248,163.0078,28.83,75,73,7.49,FM,1693645993
394,kiknur,57.3034,47.2011,21.17,48,25,4.04,RU,1693645993
395,las lomitas,-24.7096,-60.593,25.26,54,11,1.93,AR,1693645993
396,salym,60.0625,71.4789,17.14,81,100,2.39,RU,1693645993
397,thasra,22.8,73.2167,35.49,39,1,3.16,IN,1693645994
398,ancud,-41.8697,-73.8203,4.7,81,30,0.7,CL,1693645994
399,oppenheim,49.8547,8.3597,22.79,73,98,0.21,DE,1693645994
400,takoradi,4.8845,-1.7554,25.6,83,100,4.55,GH,1693645994
401,saladas,-28.2538,-58.6259,19.45,96,100,5.14,AR,1693645995
402,peshkopi,41.685,20.4289,27.07,35,0,0.48,AL,1693645995
403,goulburn,-34.75,149.7167,8.77,60,0,1.34,AU,1693645996
404,praia da vitoria,38.7333,-27.0667,23.75,88,20,3.02,PT,1693645996
405,bardai,11.65,7.2333,22.88,84,100,4.18,NG,1693645996
406,retreat,38.8245,-85.8533,18.58,99,0,1.16,US,1693645997
407,uttar char fasson,22.2332,90.7132,31.21,69,31,3.8,BD,1693645997
408,huizum,53.1917,5.8112,20.0,79,48,3.09,NL,1693645997
409,yeniseysk,58.4497,92.1703,19.4,44,100,1.97,RU,1693645997
410,nar'yan-mar,67.6713,53.087,20.72,64,98,2.76,RU,1693645998
411,zhigalovo,54.8097,105.1578,18.39,40,37,3.97,RU,1693645998
412,cadale,2.7603,46.3222,27.65,70,35,9.51,SO,1693645998
413,chontaul,43.3048,46.8597,30.11,51,65,4.89,RU,1693645998
414,aba,5.1066,7.3667,24.09,91,100,1.96,NG,1693645999
415,flying fish cove,-10.4217,105.6791,25.82,65,13,6.17,CX,1693645999
416,ierapetra,35.01,25.7353,28.97,54,0,2.24,GR,1693645999
417,igarka,67.4667,86.5833,14.23,46,100,3.03,RU,1693645999
418,hirara,24.8,125.2833,28.15,89,75,12.35,JP,1693646000
419,sheridan,44.8333,-106.9173,26.21,36,0,6.17,US,1693646000
420,kapuskasing,49.4169,-82.4331,16.05,88,20,6.17,CA,1693646000
421,nguigmi,14.2495,13.1092,30.33,51,37,3.73,NE,1693646000
422,khuzdar,27.7384,66.6434,36.71,20,0,3.14,PK,1693646001
423,staritsa,56.5075,34.9354,17.55,85,100,2.71,RU,1693646001
424,qarazhal,48.0078,70.7903,19.94,39,98,8.21,KZ,1693646001
425,fort bragg,35.139,-79.006,16.92,94,0,0.0,US,1693646001
426,amethi,26.15,81.8167,37.62,37,0,5.48,IN,1693646002
427,sitka,57.0531,-135.33,13.94,88,100,3.6,US,1693646002
428,namibe,-15.1961,12.1522,20.14,74,63,2.96,AO,1693646002
429,taoudenni,22.6783,-3.9836,38.65,6,53,4.2,ML,1693646002
430,filey,54.21,-0.2892,18.27,87,39,0.89,GB,1693646003
431,vadso,70.0744,29.7487,15.49,82,75,3.09,NO,1693646003
432,papao,-17.75,-149.55,21.82,75,100,6.56,PF,1693646003
433,boyolangu,-8.1181,111.8935,25.28,68,27,4.86,ID,1693646003
434,smolyan,41.5853,24.6919,23.68,36,11,2.96,BG,1693646004
435,san luis de la loma,17.2706,-100.8939,26.81,78,100,1.6,MX,1693646004
436,gadwal,16.2333,77.8,35.27,37,100,3.59,IN,1693646004
437,inverloch,-38.6333,145.7167,9.47,84,27,4.19,AU,1693646004
438,port royal,32.3791,-80.6926,24.43,78,20,4.12,US,1693646005
439,rensselaer,42.7168,-73.4829,12.56,92,6,1.86,US,1693646005
440,viedma,-40.8135,-62.9967,6.76,56,34,5.39,AR,1693646005
441,telavi,41.9198,45.4731,29.91,41,6,2.03,GE,1693646005
442,pemangkat,1.1667,108.9667,29.27,71,53,8.7,ID,1693646006
443,guatrache,-37.6678,-63.5302,7.5,36,97,4.28,AR,1693646006
444,villa gesell,-37.2639,-56.973,11.7,94,100,1.97,AR,1693646006
445,ad dilam,23.9915,47.1627,42.23,10,0,2.21,SA,1693646006
446,lukolela,-1.0605,17.1821,29.4,58,57,1.74,CD,1693646007
447,san juan,-31.5375,-68.5364,14.85,36,14,8.63,AR,1693646007
448,illizi,26.4833,8.4667,38.89,14,64,7.25,DZ,1693646007
449,kokstad,-30.5472,29.4241,20.26,38,11,2.91,ZA,1693646007
450,rabo de peixe,37.8,-25.5833,22.73,83,20,4.63,PT,1693646008
451,ylitornio,66.3089,23.6773,16.47,74,87,1.85,FI,1693646008
452,el granada,37.5027,-122.4694,17.88,89,75,3.09,US,1693646008
453,clinton,42.587,-82.9199,16.6,87,0,0.0,US,1693646008
454,hanceville,34.0607,-86.7675,21.97,64,100,3.84,US,1693645904
455,pizarro,4.9533,-77.366,26.18,86,95,1.53,CO,1693646009
456,las khorey,11.1595,48.1967,34.06,52,4,4.01,SO,1693646009
457,cururupu,-1.8283,-44.8683,24.89,77,39,2.21,BR,1693646009
458,la'ie,21.6477,-157.9253,25.98,79,13,3.58,US,1693646010
459,luanco,43.6152,-5.7934,20.01,90,100,0.44,ES,1693646010
460,aginskoye,51.1,114.53,19.54,71,100,3.78,RU,1693646010
461,petropavlovsk-kamchatsky,53.0452,158.6483,15.33,67,20,2.0,RU,1693646010
462,haiku-pauwela,20.9219,-156.3051,25.02,76,0,7.2,US,1693645930
463,labrador city,52.9463,-66.9114,10.3,94,100,3.88,CA,1693645880
464,hato mayor del rey,18.7628,-69.2568,23.65,93,0,1.21,DO,1693646011
465,fortuna,40.5982,-124.1573,15.52,96,81,1.34,US,1693646011
466,isangel,-19.55,169.2667,22.06,94,100,0.0,VU,1693646012
467,kolonia,50.9333,6.95,23.01,84,0,2.57,DE,1693646012
468,sao tome,0.3365,6.7273,25.28,80,100,3.92,ST,1693646012
469,ciudad lazaro cardenas,17.9583,-102.2,26.63,87,100,1.94,MX,1693645961
470,enid,36.3956,-97.8784,22.39,74,0,2.57,US,1693645941
471,norilsk,69.3535,88.2027,6.35,79,100,1.76,RU,1693646013
472,rionero in vulture,40.9257,15.67,22.41,29,44,2.74,IT,1693646013
473,charters towers,-20.1,146.2667,20.8,48,86,7.23,AU,1693646013
474,ponta delgada,37.7333,-25.6667,23.4,83,20,4.63,PT,1693646014
475,barra do bugres,-15.0725,-57.1811,24.5,66,4,1.91,BR,1693646014
476,kuqa,41.7278,82.9364,35.28,12,52,3.33,CN,1693646014
477,port lincoln,-34.7333,135.8667,14.8,76,0,3.81,AU,1693645723
478,karachi,24.9056,67.0822,32.9,40,40,7.2,PK,1693646015
479,talcahuano,-36.7167,-73.1167,8.82,81,100,4.63,CL,1693646015
480,island harbour,50.724,-1.2758,19.53,91,93,2.24,GB,1693646016
481,qamdo,31.1667,97.2333,15.0,22,78,1.23,CN,1693646016
482,sinabang,2.4803,96.3801,27.34,80,88,2.69,ID,1693646016
483,nieuw amsterdam,5.8833,-55.0833,25.57,93,40,0.0,SR,1693646017
484,huarmey,-10.0681,-78.1522,18.78,88,100,3.72,PE,1693646017
485,mao,39.8885,4.2658,25.31,73,75,8.23,ES,1693645881
486,funafuti,-8.5243,179.1942,29.0,94,40,5.14,TV,1693646018
487,kingscliff,-28.2667,153.5667,18.2,72,100,2.57,AU,1693646018
488,hadibu,12.65,54.0333,28.44,73,91,7.98,YE,1693646018
489,venafro,41.4834,14.0451,26.1,41,14,1.91,IT,1693646019
490,lai chau,22.3997,103.4517,29.38,54,75,1.0,VN,1693646019
491,santa maria da boa vista,-8.8078,-39.8256,20.07,85,2,5.51,BR,1693646019
492,bobo-dioulasso,11.1771,-4.2979,26.43,78,62,4.63,BF,1693646020
493,nema,57.5067,50.5011,19.95,47,2,2.65,RU,1693646020
494,cooper's town,26.8667,-77.5167,28.49,72,100,8.04,BS,1693646020
495,yorkton,51.2167,-102.4677,15.91,82,20,4.63,CA,1693646021
496,le lavandou,43.137,6.366,25.96,68,0,4.63,FR,1693646021
497,bahia blanca,-38.7196,-62.2724,9.34,30,72,2.68,AR,1693646021
498,rocha,-34.4833,-54.3333,15.49,98,100,1.29,UY,1693646006
499,winkler,49.1817,-97.941,20.43,68,100,3.09,CA,1693646022
500,mushie,-3.0167,16.9,33.44,38,9,1.63,CD,1693646022
501,igra,57.5558,53.0547,19.28,48,35,2.43,RU,1693646022
502,mwene-ditu,-7.0,23.45,32.03,34,59,1.55,CD,1693646022
503,neftegorsk,52.802,51.166,21.58,37,0,4.59,RU,1693646023
504,luderitz,-26.6481,15.1594,15.97,41,69,9.49,NA,1693646023
505,nha trang,12.25,109.1833,28.0,72,97,1.99,VN,1693646023
506,san antonio de pale,-1.4014,5.6325,23.89,87,100,5.35,GQ,1693646023
507,san julian,21.0167,-102.1667,15.2,79,59,0.85,MX,1693646024
508,coxen hole,16.3244,-86.5366,28.42,78,100,6.98,HN,1693646024
509,klyuchi,52.2667,79.1667,25.07,27,100,4.16,RU,1693646024
510,sabalgarh,26.25,77.4,36.87,34,9,4.52,IN,1693646024
511,yongchuan,29.3514,105.8947,31.03,46,5,2.0,CN,1693645803
512,yallahs,17.8748,-76.5624,28.85,84,60,1.96,JM,1693646025
513,mambulo,13.7167,123.05,27.83,85,100,5.17,PH,1693646025
514,bukittinggi,-0.3091,100.3706,24.72,64,100,2.26,ID,1693645921
515,kavaratti,10.5669,72.642,28.28,76,100,6.52,IN,1693646025
516,autazes,-3.5797,-59.1306,24.11,67,12,1.42,BR,1693646026
517,rongelap,11.1635,166.8941,28.34,76,100,2.6,MH,1693646026
518,auki,-8.7676,160.7034,25.53,89,20,2.33,SB,1693646026
519,silver city,32.7701,-108.2803,20.93,61,40,3.6,US,1693646026
520,point pedro,9.8167,80.2333,29.17,72,13,10.14,LK,1693646027
521,mawlamyinegyunn,16.3833,95.2667,28.32,79,100,6.77,MM,1693646027
522,pacocha,-17.5833,-71.3333,15.38,87,89,1.34,PE,1693646027
523,howard springs,-12.497,131.047,28.95,47,71,3.57,AU,1693646027
524,buzdyak,54.5833,54.55,19.99,45,7,6.39,RU,1693646028
525,geraldton,-28.7667,114.6,19.23,63,75,6.17,AU,1693646028
526,itambacuri,-18.0311,-41.685,19.08,90,93,1.47,BR,1693646028
527,antalaha,-14.9003,50.2788,24.85,67,98,3.75,MG,1693646028
528,aguas formosas,-17.0822,-40.9358,19.63,92,100,1.56,BR,1693646029
529,kuanda,56.3161,116.0806,14.57,37,4,3.94,RU,1693645797
530,chernyshevsk,52.5243,117.0174,10.95,84,100,7.96,RU,1693646029
531,puerto colombia,10.9878,-74.9547,29.05,83,2,7.94,CO,1693646029
532,stettler,52.3168,-112.7186,11.86,94,17,4.12,CA,1693646029
533,manistee,44.2445,-86.3242,21.03,86,69,0.89,US,1693646030
534,vila franca do campo,37.7167,-25.4333,23.23,84,95,2.84,PT,1693646030
535,wanning,18.8003,110.3967,30.6,71,91,3.12,CN,1693646030
536,lang son,21.8333,106.7333,30.75,53,89,4.93,VN,1693646030
537,great falls,47.5002,-111.3008,20.23,62,0,3.09,US,1693645962
538,pedregal,8.3667,-82.4333,28.44,87,97,0.89,PA,1693646031
539,beni mellal,32.3373,-6.3498,20.79,60,75,2.06,MA,1693646031
540,newman,37.3138,-121.0208,19.13,79,29,0.45,US,1693646031
541,kloulklubed,7.0419,134.2556,29.28,79,100,5.72,PW,1693646032
542,novaya igirma,57.1334,103.9112,15.47,32,0,3.92,RU,1693646032
543,surbo,40.3994,18.1331,29.03,58,20,5.14,IT,1693646032
544,kitimat,54.0524,-128.6534,15.21,90,45,0.94,CA,1693646032
545,tateyama,34.9833,139.8667,29.5,82,59,3.21,JP,1693646032
546,guilin,25.2819,110.2864,26.06,82,100,2.24,CN,1693646033
547,baillif,16.0202,-61.7463,26.72,79,74,6.42,GP,1693646033
548,atar,20.5169,-13.0499,33.03,27,17,4.12,MR,1693646033
549,jackson,42.4165,-122.8345,15.93,92,40,1.54,US,1693646033
550,ust'-kulom,61.6864,53.6902,20.42,48,4,2.25,RU,1693646034
551,qinggang,46.6833,126.0833,23.51,67,2,5.93,CN,1693646034
